card_file,card_id,condition,seed,dimension,score,rationale
InjTest_FS_3.txt,7,FS,0,Language,4,The language is grammatically correct and semantically appropriate.
InjTest_FS_3.txt,7,FS,0,Factual Accuracy,4,"The scores and change rates are correctly reported, but the interpretation of change rates as 'moderate to high' is slightly off given the 70% threshold."
InjTest_FS_3.txt,7,FS,1,Structure,4,"The card has a clear flow from results to interpretation to recommendation, but lacks section headings."
InjTest_FS_3.txt,7,FS,1,Precision,3,The phrase 'moderate to high change rates' is ambiguous given the rule of thumb that high is >=70%.
InjTest_FS_3.txt,7,FS,1,Understandability,4,The text is easy to follow and explains the findings in plain language.
InjTest_FS_3.txt,7,FS,1,Objectivity,4,The card acknowledges both the metric's sensitivity to perturbations and its failure to meet the high change-rate threshold.
InjTest_FS_3.txt,7,FS,1,Usefulness,3,"The recommendation not to use the metric is clear, but the suggestion for calibration is vague and not actionable."
InjTest_FS_3.txt,7,FS,1,Language,4,"The writing is grammatically correct and clear, with minor redundancy."
InjTest_FS_3.txt,7,FS,1,Factual Accuracy,4,"The scores and change rates are correctly reported, but the statement 'very close' may be misleading as the gold score is notably higher."
InjTest_FS_3.txt,7,FS,2,Structure,4,"The card has a clear flow from results to interpretation to recommendation, but lacks section headings."
InjTest_FS_3.txt,7,FS,2,Precision,3,The phrase 'moderate to high change rates' is ambiguous given the rule of thumb that high is >=70%.
InjTest_FS_3.txt,7,FS,2,Understandability,4,The text is easy to follow and explains the findings in plain language.
InjTest_FS_3.txt,7,FS,2,Objectivity,4,The card acknowledges both the metric's sensitivity to perturbations and its failure to meet the high change-rate threshold.
InjTest_FS_3.txt,7,FS,2,Usefulness,3,"The recommendation not to use the metric is clear, but the suggestion for calibration is vague and not actionable."
InjTest_FS_3.txt,7,FS,2,Language,4,"The writing is grammatically correct and clear, with minor redundancy."
InjTest_FS_3.txt,7,FS,2,Factual Accuracy,4,"The scores and change rates are correctly reported, but the statement 'very close' may be misleading as the gold score is notably higher."
InjTest_FS_4.txt,8,FS,0,Structure,2,"The card lacks clear sections and uses informal bullet points, making it hard to follow."
InjTest_FS_4.txt,8,FS,0,Precision,2,Phrases like 'punished both injections moderate' and 'closeness of both scores' are ambiguous.
InjTest_FS_4.txt,8,FS,0,Understandability,2,Grammatical errors and unclear phrasing reduce ease of understanding.
InjTest_FS_4.txt,8,FS,0,Objectivity,3,"Acknowledges both strengths and a potential attack vector, but leans positive without strong evidence."
InjTest_FS_4.txt,8,FS,0,Usefulness,3,Provides some insight into metric behavior but lacks actionable recommendations.
InjTest_FS_4.txt,8,FS,0,Language,2,"Contains multiple grammatical errors and awkward phrasing (e.g., 'if shows that')."
InjTest_FS_4.txt,8,FS,0,Factual Accuracy,3,"Correctly states injections scored lower than gold, but misinterprets percentages (44.2% vs 55.8% drop)."
InjTest_FS_4.txt,8,FS,1,Structure,2,"The card lacks clear sections and uses informal bullet points, making it hard to follow."
InjTest_FS_4.txt,8,FS,1,Precision,2,Phrases like 'punished both injections moderate' and 'closeness of both scores' are ambiguous.
InjTest_FS_4.txt,8,FS,1,Understandability,2,Grammatical errors and unclear phrasing reduce ease of understanding.
InjTest_FS_4.txt,8,FS,1,Objectivity,3,"Acknowledges both strengths and a potential attack vector, but leans positive without strong evidence."
InjTest_FS_4.txt,8,FS,1,Usefulness,3,Provides some insight into metric behavior but lacks actionable recommendations.
InjTest_FS_4.txt,8,FS,1,Language,2,"Contains multiple grammatical errors and awkward phrasing (e.g., 'if shows that')."
InjTest_FS_4.txt,8,FS,1,Factual Accuracy,3,"Correctly states injections scored lower than gold, but misinterprets percentages (44.2% vs 55.8% drop)."
InjTest_FS_4.txt,8,FS,2,Structure,2,"The card lacks clear sections and uses informal bullet points, making it hard to follow."
InjTest_FS_4.txt,8,FS,2,Precision,2,Phrases like 'punished both injections moderate' and 'closeness of both scores' are ambiguous.
InjTest_FS_4.txt,8,FS,2,Understandability,2,Grammatical errors and unclear phrasing reduce ease of understanding.
InjTest_FS_4.txt,8,FS,2,Objectivity,3,"Acknowledges both strengths and a potential attack vector, but leans positive without strong evidence."
InjTest_FS_4.txt,8,FS,2,Usefulness,3,Provides some insight into metric behavior but lacks actionable recommendations.
InjTest_FS_4.txt,8,FS,2,Language,2,"Contains multiple grammatical errors and awkward phrasing (e.g., 'if shows that')."
InjTest_FS_4.txt,8,FS,2,Factual Accuracy,3,"Correctly states injections scored lower than gold, but misinterprets percentages (44.2% vs 55.8% drop)."
